,dialog,gameplan_prediction
3105,"<<Commander>> first we will clean a mug <<Instruction>> <<Commander>> very good. <<FeedbackPositive>> please make coffee in mug then place mug on table.. <<Instruction>> <<Commander>> next we will make a sandwich <<Instruction>> <<Commander>> slice bread please <<Instruction>> <<Commander>> use the knife to slice bread and lettuce. <<Instruction>> <<Commander>> nice job. <<FeedbackPositive>> now we just need to toast two pieces of bread! <<Instruction>> <<Commander>> and slice lettuce* <<Instruction>> <<Commander>> finally, we need to place the salad components (2 toasted bread and lettuce) on a plate <<Instruction>> <<Commander>> no potato needed <<Instruction>> <<Commander>> lettuce and 2 pieces of toast <<Instruction>> ",Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Mug -- Place DiningTable -- Pickup Bread -- Open Cabinet -- Close Cabinet -- Place Floor -- Pickup SaltShaker -- Place Floor -- Pickup SaltShaker -- Place Floor -- Pickup Lettuce -- Place DiningTable -- Pickup Bread -- Place DiningTable -- Pickup Knife -- Slice Bread -- Slice Lettuce -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- ToggleOff Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- ToggleOff Faucet -- Open Cabinet -- Open Cabinet -- Pickup Plate -- Close Cabinet -- Close Cabinet -- Place Floor -- Pickup Potato -- Place Floor -- Pickup Egg -- Place Floor -- Pickup BreadSliced -- Place Floor -- Pickup Bread -- Place Floor -- Pickup BreadSliced -- Place Floor -- Pickup BreadSliced -- Place Floor -- Pickup Plate -- Place DiningTable -- Pickup LettuceSliced -- Place Plate -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Plate
3106,"<<Commander>> first, we need to find the cup <<Instruction>> <<Commander>> please put it in a cupboard <<Instruction>> <<Commander>> can you try moving it to another cupboard? <<Instruction>> <<Driver>> search the cupboard and see what shows up <<Instruction>> <<Driver>> means that it should be with another cup <<Instruction>> ",Pickup Cup -- Open Cabinet -- Place Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet
3107,<<Commander>> Cook one slice of potato <<Instruction>> ,Pickup Potato -- Place Pot
3108,<<Commander>> boil a potato please <<Instruction>> <<Commander>> can you put it to the right of sink? <<Instruction>> <<Commander>> try filling it with teh cup next to stove <<Instruction>> ,Pickup Potato -- Place CounterTop -- Pickup Pot -- Place CounterTop -- ToggleOff Faucet -- Pickup Pot -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup Pot -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Pickup Pot -- Place CounterTop -- Pickup Cup -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Cup -- Pour Pot -- Place CounterTop -- Pickup Potato
3109,<<Commander>> please make me a coffe <<Instruction>> ,Open Fridge -- Close Fridge -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Pickup Mug -- ToggleOff Faucet -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine
3110,<<Commander>> today we need to make a salad <<Instruction>> <<Commander>> please cut the lettuce using a knife <<Instruction>> <<Commander>> please cut the potato using the knife <<Instruction>> <<Commander>> you need to cook the potato slice <<Instruction>> <<Commander>> place one slice of potato in the microwave <<Instruction>> <<Commander>> remove the other items from the microwave <<Instruction>> <<Commander>> place the potato slice and and lettuce on a plate <<Instruction>> ,Pickup Spatula -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Open Microwave -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place Plate -- Close Microwave -- Pickup Plate -- Place CounterTop -- Pickup LettuceSliced -- Place Plate
3111,<<Commander>> i'd like a slice of toast <<Instruction>> ,ToggleOff Faucet -- Open Fridge -- Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop
3112,<<Commander>> we are making a plate of toast <<Instruction>> <<Commander>> Rinse it in the sink behind you <<Instruction>> <<Commander>> You may need to remove some items sink in order to wash the plate <<Instruction>> <<Commander>> in the * <<Instruction>> <<Commander>> We need to slice the bread <<Instruction>> <<Commander>> Place the plate on the counter next to the toaster <<Instruction>> <<Commander>> directly infornt of you <<Instruction>> <<Commander>> infront <<Instruction>> <<Commander>> Or there as well <<Instruction>> <<Commander>> Pick a knife at the sink to cut the bread <<Instruction>> <<Commander>> Now lets toast it <<Instruction>> ,Pickup Plate -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Knife -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- Pickup Plate -- Place CounterTop -- Pickup CellPhone -- Place CounterTop -- Pickup Knife -- Place  -- Pickup Knife -- Place  -- ToggleOff Faucet -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced
3113,<<Commander>> Slice lettuce <<Instruction>> <<Commander>> Cook potato <<Instruction>> <<Commander>> You can microwave it then slice <<Instruction>> <<Commander>> Slice it now <<Instruction>> <<Commander>> Place 2 slices of lettuce and a slice of potato on a plate <<Instruction>> ,Pickup Knife -- Slice Lettuce -- Place CounterTop -- Open Fridge -- Pickup Potato -- Close Fridge -- Place CounterTop -- Open Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup Potato -- Place DiningTable -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Close Microwave -- Open Cabinet -- Pickup Plate -- Close Cabinet -- Place DiningTable -- Pickup Apple -- Place DiningTable -- Pickup LettuceSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate
3114,"<<Commander>> Hello, <<Greetings/Salutations>> you need to make a sandwich <<Instruction>> <<Commander>> yOU NEED TO TOAST 2 PCS OF BREAD <<Instruction>> <<Commander>> Great. <<FeedbackPositive>> Next please slice the lettuce thereon your left <<Instruction>> <<Commander>> No tomato in this sandwich please :) <<Instruction>> ",Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Slice Apple -- Place CounterTop -- Open Cabinet -- Pickup Plate -- Close Cabinet
3115,<<Commander>> make a plate of toast <<Instruction>> ,Pickup Knife -- Slice Bread -- Place SideTable -- Pickup BreadSliced -- Place Toaster -- ToggleOff Toaster
3116,<<Commander>> Hey <<Greetings/Salutations>> I need a salad please <<Instruction>> <<Commander>> first I'll need you to slice some lettuce <<Instruction>> <<Commander>> I need that sliced and then cooked <<Instruction>> ,Pickup Lettuce -- Place CounterTop -- ToggleOff Faucet -- Open Cabinet -- Open Cabinet -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Open Fridge -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced
3117,<<Commander>> find the lettuce ans slice it with the knife <<Instruction>> ,Pickup Knife -- Slice Lettuce -- Place CounterTop -- Open Cabinet -- Pickup Plate -- Place CounterTop -- Pickup LettuceSliced
3118,<<Commander>> today we need to make salad <<Instruction>> <<Commander>> you need to slice lettuce first <<Instruction>> <<Commander>> slice tomato <<Instruction>> <<Commander>> slice potato and 2 slices to be cooked in microwave <<Instruction>> <<Commander>> grab a plate now <<Instruction>> it is in the bottom cabinet next to fridge <<InformationOnObjectDetails>> ,Pickup Knife -- Place CounterTop -- Open Fridge -- Pickup Lettuce -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Open Cabinet -- Pickup PaperTowelRoll -- Place CounterTop -- Pickup Tomato -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- ToggleOff Microwave -- Open Microwave -- Place Microwave -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Cabinet -- Pickup Plate -- Close Cabinet -- Place CounterTop
3119,<<Commander>> we need to make a sanwich <<Instruction>> <<Commander>> first lets slice some bread <<Instruction>> <<Commander>> we need 2 slices of bread toasted <<Instruction>> <<Commander>> lets look around then <<Instruction>> <<Commander>> lets try the cabinet to your right <<Instruction>> <<Commander>> please grab the bread from the top <<Instruction>> <<Commander>> and the slice with the knife <<Instruction>> <<Commander>> we need to 2 slices of bread toasted <<Instruction>> ,Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Fridge -- Close Fridge -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- ToggleOff Microwave -- Open Microwave -- Close Microwave -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced
3120,"<<Commander>> Today we are making a slad <<Instruction>> <<Commander>> Salad* <<Instruction>> <<Commander>> First, slice the lettuce. We need two slices <<Instruction>> ",Pickup Lettuce -- Place CounterTop -- Open Cabinet -- Pickup Knife
3121,<<Commander>> find the bread and slice it with knife <<Instruction>> <<Commander>> toast the 2 slices of bread <<Instruction>> ,Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Tomato
3122,<<Commander>> today you need to slice a tomato <<Instruction>> <<Commander>> clean a plate <<Instruction>> <<Commander>> place the tomato slice on the plate <<Instruction>> ,Open Fridge -- Pickup Tomato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Pan -- Place StoveBurner -- Open Cabinet -- Pickup SaltShaker -- Place CounterTop -- Pickup Plate -- Close Cabinet -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Plate -- Place Sink -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced
3123,<<Commander>> TODAY WE NEED TO MAKE A SALAD <<Instruction>> <<Commander>> grab a knife and slice the lettuce <<Instruction>> <<Commander>> lets make a slice of tomato <<Instruction>> <<Commander>> lets make 2 slices of potato <<Instruction>> <<Commander>> cook 2 slices of potato in microwave <<Instruction>> <<Commander>> please cook the potato slices <<Instruction>> <<Commander>> remove all th other items from microwave <<Instruction>> ,Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Open Microwave -- Pickup DishSponge -- Place  -- Pickup Bowl -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup Spatula -- Place CounterTop -- Pickup SaltShaker -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup Bowl -- Place Sink -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Place CounterTop -- Pickup PotatoSliced -- Place Bowl -- Pickup PotatoSliced -- Place Bowl -- Pickup Bowl -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave
3124,"<<Commander>> Firs, slice a potato <<Instruction>> <<Commander>> Cook three slices of teh potato <<Instruction>> <<Commander>> the* <<Instruction>> ",Pickup Potato -- Place DiningTable -- Pickup Knife -- Slice Potato -- Place DiningTable -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place DiningTable -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate -- Pickup Plate -- Place CounterTop -- Open Microwave -- Pickup Potato -- Place Microwave -- Pickup Potato -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup PotatoSliced -- Place Microwave -- Pickup PotatoSliced -- Place Microwave -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave
3125,<<Commander>> get the peppershaker from the fridge <<Instruction>> <<Commander>> open the fridge <<Instruction>> <<Commander>> get the peppershaker <<Instruction>> ,Open Fridge -- Pickup PepperShaker -- Place Fridge -- Close Fridge -- Open Fridge -- Pickup PepperShaker -- Close Fridge -- Open Cabinet
3126,<<Commander>> Hi <<Greetings/Salutations>> please put candle on table <<Instruction>> ,Pickup Candle -- Place CoffeeTable -- Pickup Candle
3127,"<<Commander>> First we need to make a slice of toast. <<Instruction>> <<Commander>> You need to get the knife off the stool. <<Instruction>> <<Commander>> Or another knife. <<Instruction>> <<Commander>> Now toast the bread. <<Instruction>> <<Commander>> You'll need to clean it - it's dirty. <<Instruction>> <<Commander>> Good, <<FeedbackPositive>> just rinse <<Instruction>> <<Commander>> The toast needs to be put on the plate <<Instruction>> ",Open Fridge -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup PepperShaker -- Place DiningTable -- Pickup BreadSliced -- Place Plate -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup Potato -- Place Sink -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Plate
3128,<<Commander>> today we need to slice a tomato <<Instruction>> <<Commander>> The potato needs to be sliced <<Instruction>> <<Commander>> We need to cook 1 potato slice <<Instruction>> <<Commander>> On the stove <<Instruction>> <<Commander>> Cook the slice in the pan on the stove <<Instruction>> <<Commander>> Next we need to make a salad <<Instruction>> <<Commander>> All salad components need to be on a plate <<Instruction>> <<Commander>> Try the potato on the plate <<Instruction>> <<Driver>> I'll cook another slice <<Instruction>> <<Driver>> a smaller one <<Instruction>> ,Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Open Fridge -- Pickup Potato -- Close Fridge -- Place CounterTop -- Pickup ButterKnife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- Pickup PotatoSliced -- Place CounterTop -- Pickup SoapBottle -- Place DiningTable -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup PotatoSliced -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup PotatoSliced -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Pan -- Pickup PotatoSliced
3129,<<Commander>> make a plate of toast please <<Instruction>> <<Commander>> Just need to toast the slice of bread <<Instruction>> ,Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Pickup Plate -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Open Fridge -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Toaster
3130,"<<Commander>> today you need to slice a tomato <<Instruction>> <<Commander>> place 2 slices of tomato on the plate <<Instruction>> <<Commander>> just bring the tomato slices to it <<Instruction>> <<Commander>> bring the tomato slices to the plate <<Instruction>> <<Commander>> put plate back in the cabinet,\. <<Instruction>> ",Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Cabinet -- Pickup Plate -- Close Cabinet -- Open Cabinet -- Place Cabinet -- Pickup Cup -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup Plate -- Close Cabinet -- Open Cabinet -- Place Cabinet -- Pickup Knife -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced -- Place Plate
3131,<<Commander>> Today you will make a slice of toast <<Instruction>> <<Commander>> Now make a slice of lettuce <<Instruction>> <<Commander>> Now make a slice of lettuce <<Instruction>> The lettuce is in the cabinet below the microwave <<InformationOnObjectDetails>> <<Commander>> Now make a slice of tomato <<Instruction>> ,Pickup Knife -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Open Cabinet -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Slice Tomato
